	key	final_y_pred	model_correct	fold	mouse_id	Unnamed: 0	diet	vendor	high_fiber	chow_highFiber	bloom_status	model
343	charles_river	charles_river	1	f4	43	14	2	1	0	0	1	svc
344	charles_river	charles_river	1	f4	44	18	3	1	1	1	0	svc
345	taconic	taconic	1	f4	45	42	3	0	1	1	0	svc
346	taconic	taconic	1	f4	46	46	4	0	0	0	1	svc
347	charles_river	charles_river	1	f4	47	7	1	1	1	1	0	svc
348	charles_river	charles_river	1	f4	48	21	4	1	0	0	1	svc
349	taconic	taconic	1	f4	49	49	4	0	0	0	1	svc
350	taconic	taconic	1	f0	0	33	1	0	1	1	0	logreg
351	charles_river	charles_river	1	f0	1	5	1	1	1	1	0	logreg
352	charles_river	charles_river	1	f0	2	22	4	1	0	0	1	logreg
353	charles_river	charles_river	1	f0	3	10	2	1	0	0	1	logreg
354	charles_river	charles_river	1	f0	4	2	0	1	0	1	0	logreg
355	taconic	taconic	1	f0	5	29	0	0	0	1	0	logreg
356	taconic	taconic	1	f0	6	25	0	0	0	1	1	logreg
357	taconic	taconic	1	f0	7	40	3	0	1	1	0	logreg
358	charles_river	charles_river	1	f0	8	13	2	1	0	0	1	logreg
359	taconic	taconic	1	f0	9	39	2	0	0	0	1	logreg
360	taconic	taconic	1	f1	10	26	0	0	0	1	0	logreg
361	charles_river	charles_river	1	f1	11	16	3	1	1	1	0	logreg
362	taconic	taconic	1	f1	12	34	1	0	1	1	0	logreg
363	charles_river	charles_river	1	f1	13	0	0	1	0	1	0	logreg
364	charles_river	charles_river	1	f1	14	4	0	1	0	1	0	logreg
365	taconic	taconic	1	f1	15	38	2	0	0	0	1	logreg
366	taconic	taconic	1	f1	16	32	1	0	1	1	1	logreg
367	charles_river	charles_river	1	f1	17	23	4	1	0	0	1	logreg
368	taconic	taconic	1	f1	18	41	3	0	1	1	0	logreg
369	charles_river	charles_river	1	f1	19	6	1	1	1	1	0	logreg
370	charles_river	charles_river	1	f2	20	24	4	1	0	0	1	logreg
